type,time,latitude,longitude,accuracy (m),altitude (m),geoid_height (m),speed (m/s),bearing (deg),sat_used,sat_inview,name,desc
T,2018-10-24 08:00:59,53.57230891,9.97852304,5,59.400,,0.375,49,14,20,,
T,2018-10-24 08:01:00,53.57233729,9.97859336,5,60.800,,1.875,44,13,20,,
T,2018-10-24 08:01:01,53.57235434,9.97860828,5,60.800,,2.188,32,13,20,,
T,2018-10-24 08:01:02,53.57237836,9.97861457,5,60.800,,2.625,8,15,20,,
T,2018-10-24 08:01:03,53.57240883,9.97860711,5,60.800,,3.312,348,13,19,,
T,2018-10-24 08:01:04,53.57244319,9.97858917,5,60.800,,3.875,338,13,19,,
T,2018-10-24 08:01:05,53.57247844,9.97856788,5,61.000,,4.062,334,13,20,,
T,2018-10-24 08:01:06,53.57251343,9.97854626,5,61.100,,4.125,334,13,20,,
T,2018-10-24 08:01:07,53.57254721,9.97852639,5,61.300,,3.875,336,13,19,,
T,2018-10-24 08:01:08,53.57257022,9.97851181,5,61.700,,2.688,337,13,19,,
T,2018-10-24 08:01:09,53.57258116,9.97850569,5,61.900,,1.312,338,13,19,,
T,2018-10-24 08:01:10,53.57258589,9.97850393,5,62.000,,0.625,340,12,19,,
T,2018-10-24 08:01:11,53.57259172,9.97850141,5,62.200,,0.750,341,12,19,,
T,2018-10-24 08:01:12,53.57261108,9.97849010,5,62.300,,2.312,340,12,20,,
T,2018-10-24 08:01:13,53.57264838,9.97846914,5,62.400,,4.062,340,11,19,,
T,2018-10-24 08:01:14,53.57268970,9.97844249,5,62.600,,4.812,339,13,20,,
T,2018-10-24 08:01:15,53.57273396,9.97841248,5,62.900,,5.188,338,12,20,,
T,2018-10-24 08:01:16,53.57278291,9.97837837,5,63.200,,5.875,337,13,19,,
T,2018-10-24 08:01:17,53.57284259,9.97833755,5,63.400,,6.938,336,13,19,,
T,2018-10-24 08:01:18,53.57290944,9.97828684,5,63.600,,8.000,335,13,19,,
T,2018-10-24 08:01:19,53.57298316,9.97823043,5,63.700,,8.812,334,12,19,,
T,2018-10-24 08:01:20,53.57306157,9.97816740,5,63.900,,9.312,332,13,19,,
T,2018-10-24 08:01:21,53.57314065,9.97810034,5,64.000,,9.688,333,13,19,,
T,2018-10-24 08:01:22,53.57322539,9.97803605,5,63.900,,10.125,335,13,20,,
T,2018-10-24 08:01:23,53.57331504,9.97797327,5,64.000,,10.625,338,14,19,,
T,2018-10-24 08:01:24,53.57340937,9.97791175,5,64.000,,11.125,339,13,19,,
T,2018-10-24 08:01:25,53.57350816,9.97785081,5,64.500,,11.562,340,13,20,,
T,2018-10-24 08:01:26,53.57361167,9.97779004,5,64.800,,11.938,342,13,20,,
T,2018-10-24 08:01:27,53.57371603,9.97773556,5,65.200,,11.938,343,14,20,,
T,2018-10-24 08:01:28,53.57382030,9.97768678,5,65.400,,11.938,345,13,20,,
T,2018-10-24 08:01:29,53.57392813,9.97764168,5,65.400,,12.125,347,13,19,,
T,2018-10-24 08:01:30,53.57403844,9.97760153,5,65.500,,12.375,348,15,20,,
T,2018-10-24 08:01:31,53.57415985,9.97756591,5,64.600,,12.938,351,15,19,,
T,2018-10-24 08:01:32,53.57427393,9.97753607,5,64.800,,12.688,352,15,18,,
T,2018-10-24 08:01:33,53.57439199,9.97751839,5,64.800,,13.062,356,15,18,,
T,2018-10-24 08:01:34,53.57451394,9.97750958,5,64.900,,13.250,358,12,16,,
T,2018-10-24 08:01:35,53.57463569,9.97750824,5,64.800,,13.438,0,12,15,,
T,2018-10-24 08:01:36,53.57475257,9.97751352,5,64.600,,13.250,3,13,17,,
T,2018-10-24 08:01:37,53.57487973,9.97753222,5,64.800,,13.875,5,14,17,,
T,2018-10-24 08:01:38,53.57501028,9.97755594,5,65.200,,14.375,7,15,17,,
T,2018-10-24 08:01:39,53.57514434,9.97758309,5,65.800,,14.688,7,15,17,,
T,2018-10-24 08:01:40,53.57527297,9.97761427,5,66.200,,14.562,9,15,17,,
T,2018-10-24 08:01:41,53.57540837,9.97765174,5,66.800,,14.938,11,15,18,,
T,2018-10-24 08:01:42,53.57554152,9.97769734,5,66.800,,15.062,12,15,18,,
T,2018-10-24 08:01:43,53.57567509,9.97774738,5,66.700,,15.188,14,16,18,,
T,2018-10-24 08:01:44,53.57580953,9.97780337,5,66.600,,15.312,14,16,19,,
T,2018-10-24 08:01:45,53.57594385,9.97786112,5,66.300,,15.375,14,16,19,,
T,2018-10-24 08:01:46,53.57607733,9.97791644,5,66.600,,15.125,14,16,19,,
T,2018-10-24 08:01:47,53.57620344,9.97797252,5,66.800,,14.625,14,15,19,,
T,2018-10-24 08:01:48,53.57632280,9.97802851,5,67.300,,13.938,14,16,19,,
T,2018-10-24 08:01:49,53.57644568,9.97808416,5,67.700,,13.938,14,16,19,,
T,2018-10-24 08:01:50,53.57656240,9.97813387,5,67.800,,13.438,12,16,19,,
T,2018-10-24 08:01:51,53.57667752,9.97816203,5,68.100,,12.938,7,14,19,,
T,2018-10-24 08:01:52,53.57678766,9.97816849,5,68.500,,12.125,360,14,18,,
T,2018-10-24 08:01:53,53.57688636,9.97815214,5,68.900,,10.938,352,12,18,,
T,2018-10-24 08:01:54,53.57697282,9.97811761,5,69.300,,10.000,346,13,18,,
T,2018-10-24 08:01:55,53.57705366,9.97807142,5,69.700,,9.562,340,13,17,,
T,2018-10-24 08:01:56,53.57712775,9.97801602,5,70.000,,9.188,335,13,17,,
T,2018-10-24 08:01:57,53.57719762,9.97795114,5,70.400,,9.000,332,14,18,,
T,2018-10-24 08:01:58,53.57726371,9.97787965,5,70.600,,8.750,331,13,18,,
T,2018-10-24 08:01:59,53.57733076,9.97781552,5,70.500,,8.438,331,13,18,,
T,2018-10-24 08:02:00,53.57739753,9.97775434,5,70.600,,8.500,332,14,18,,
T,2018-10-24 08:02:01,53.57746596,9.97770036,5,72.000,,8.688,331,13,18,,
T,2018-10-24 08:02:02,53.57753486,9.97762785,5,73.000,,9.250,329,13,18,,
T,2018-10-24 08:02:03,53.57760774,9.97754412,5,73.300,,9.688,326,13,17,,
T,2018-10-24 08:02:04,53.57767786,9.97745343,5,73.500,,9.812,323,13,17,,
T,2018-10-24 08:02:05,53.57774726,9.97735368,5,73.500,,10.125,320,14,18,,
T,2018-10-24 08:02:06,53.57781381,9.97724195,5,73.400,,10.438,316,14,18,,
T,2018-10-24 08:02:07,53.57788280,9.97712175,5,73.400,,10.875,314,14,18,,
T,2018-10-24 08:02:08,53.57794851,9.97698898,5,73.300,,11.312,313,13,18,,
T,2018-10-24 08:02:09,53.57801837,9.97685990,5,73.100,,11.438,312,14,17,,
T,2018-10-24 08:02:10,53.57808430,9.97672915,5,72.900,,11.312,312,13,18,,
T,2018-10-24 08:02:11,53.57816007,9.97660434,5,72.800,,11.438,315,12,17,,
T,2018-10-24 08:02:12,53.57823559,9.97648540,5,72.400,,11.125,320,12,16,,
T,2018-10-24 08:02:13,53.57830457,9.97638239,5,72.000,,10.000,322,13,17,,
T,2018-10-24 08:02:14,53.57836329,9.97629672,5,71.500,,8.562,323,12,18,,
T,2018-10-24 08:02:15,53.57841115,9.97622388,5,71.000,,7.188,323,14,18,,
T,2018-10-24 08:02:16,53.57844837,9.97616705,5,70.700,,5.562,324,13,19,,
T,2018-10-24 08:02:17,53.57847334,9.97613227,5,70.400,,3.562,325,12,19,,
T,2018-10-24 08:02:18,53.57848541,9.97610888,5,69.800,,2.188,325,14,20,,
T,2018-10-24 08:02:19,53.57849564,9.97609438,5,69.200,,1.625,326,14,20,,
T,2018-10-24 08:02:20,53.57850872,9.97608198,5,68.400,,1.562,325,15,20,,
T,2018-10-24 08:02:21,53.57851940,9.97606589,5,67.600,,1.625,324,16,20,,
T,2018-10-24 08:02:22,53.57853332,9.97604937,5,66.700,,1.812,324,16,20,,
T,2018-10-24 08:02:23,53.57854824,9.97603605,5,66.200,,1.625,325,16,20,,
T,2018-10-24 08:02:24,53.57855850,9.97603060,5,65.500,,0.125,325,16,20,,
T,2018-10-24 08:02:25,53.57855834,9.97603060,5,65.500,,0.000,325,16,20,,
T,2018-10-24 08:02:26,53.57855834,9.97603060,5,65.500,,0.000,325,15,20,,
T,2018-10-24 08:02:27,53.57855834,9.97603060,5,65.500,,0.000,325,16,20,,
T,2018-10-24 08:02:28,53.57855834,9.97603060,5,65.500,,0.000,325,16,20,,
T,2018-10-24 08:02:29,53.57855834,9.97603060,5,65.500,,0.000,325,16,20,,
T,2018-10-24 08:02:30,53.57855834,9.97603060,5,65.500,,0.000,325,16,20,,
T,2018-10-24 08:02:31,53.57855834,9.97603060,5,65.500,,0.000,325,16,20,,
T,2018-10-24 08:02:32,53.57855834,9.97603060,5,65.500,,0.125,325,16,21,,
T,2018-10-24 08:02:33,53.57855834,9.97603060,5,65.500,,0.250,325,16,21,,
T,2018-10-24 08:02:34,53.57855834,9.97603060,5,65.500,,0.312,325,16,21,,
T,2018-10-24 08:02:35,53.57855834,9.97603060,5,65.500,,0.062,325,15,21,,
T,2018-10-24 08:02:36,53.57855834,9.97603060,5,65.500,,0.000,325,15,20,,
T,2018-10-24 08:02:37,53.57855834,9.97603060,5,65.500,,0.000,325,15,20,,
T,2018-10-24 08:02:38,53.57855834,9.97603060,5,65.500,,0.000,325,15,20,,
T,2018-10-24 08:02:39,53.57855834,9.97603060,5,65.500,,0.000,325,15,20,,
T,2018-10-24 08:02:40,53.57855834,9.97603060,5,65.500,,0.000,325,15,20,,
T,2018-10-24 08:02:41,53.57855834,9.97603060,5,65.500,,0.000,325,14,20,,
T,2018-10-24 08:02:42,53.57855834,9.97603060,5,65.500,,0.000,325,13,20,,
T,2018-10-24 08:02:43,53.57855834,9.97603060,5,65.500,,0.000,325,14,20,,
T,2018-10-24 08:02:44,53.57855834,9.97603060,5,65.500,,0.000,325,14,20,,
T,2018-10-24 08:02:45,53.57855834,9.97603060,5,65.500,,0.000,325,14,20,,
T,2018-10-24 08:02:46,53.57855834,9.97603060,5,65.500,,0.000,325,14,20,,
T,2018-10-24 08:02:47,53.57855834,9.97603060,5,65.500,,0.000,325,14,21,,
T,2018-10-24 08:02:48,53.57855834,9.97603060,5,65.500,,0.125,325,14,21,,
T,2018-10-24 08:02:49,53.57855834,9.97603060,5,65.500,,0.062,325,14,21,,
T,2018-10-24 08:02:50,53.57855834,9.97603060,5,65.500,,0.000,325,14,21,,
T,2018-10-24 08:02:51,53.57855834,9.97603060,5,65.500,,0.000,325,14,21,,
T,2018-10-24 08:02:52,53.57855834,9.97603060,5,65.500,,0.000,325,14,20,,
T,2018-10-24 08:02:53,53.57855834,9.97603060,5,65.500,,0.000,325,13,20,,
T,2018-10-24 08:02:54,53.57855834,9.97603060,5,65.500,,0.000,325,13,20,,
T,2018-10-24 08:02:55,53.57855834,9.97603060,5,65.500,,0.000,325,13,19,,
T,2018-10-24 08:02:56,53.57855834,9.97603060,5,65.500,,0.000,325,13,19,,
T,2018-10-24 08:02:57,53.57855834,9.97603060,5,65.500,,0.000,325,13,19,,
T,2018-10-24 08:02:58,53.57855834,9.97603060,5,65.500,,0.000,325,13,19,,
T,2018-10-24 08:02:59,53.57855834,9.97603060,5,65.500,,0.000,325,13,19,,
T,2018-10-24 08:03:00,53.57855834,9.97603060,5,65.500,,0.000,325,13,19,,
T,2018-10-24 08:03:01,53.57855834,9.97603060,5,65.500,,0.000,325,13,19,,
T,2018-10-24 08:03:02,53.57855834,9.97603060,5,65.500,,0.000,325,13,19,,
T,2018-10-24 08:03:03,53.57855834,9.97603060,5,65.500,,0.000,325,13,19,,
T,2018-10-24 08:03:04,53.57855834,9.97603060,5,65.500,,0.000,325,13,20,,
T,2018-10-24 08:03:05,53.57855834,9.97603060,5,65.500,,0.000,325,13,20,,
T,2018-10-24 08:03:06,53.57855834,9.97603060,5,65.500,,0.000,325,13,19,,
T,2018-10-24 08:03:07,53.57855834,9.97603060,5,65.500,,0.000,325,13,19,,
T,2018-10-24 08:03:08,53.57855834,9.97603060,5,65.500,,0.000,325,13,19,,
T,2018-10-24 08:03:09,53.57855834,9.97603060,5,65.500,,0.000,325,13,19,,
T,2018-10-24 08:03:10,53.57855834,9.97603060,5,65.500,,0.312,325,13,19,,
T,2018-10-24 08:03:11,53.57859748,9.97597494,5,64.600,,2.062,322,13,20,,
T,2018-10-24 08:03:12,53.57861885,9.97594695,5,64.400,,2.938,323,13,20,,
T,2018-10-24 08:03:13,53.57864953,9.97590940,5,64.200,,4.062,323,13,20,,
T,2018-10-24 08:03:14,53.57868805,9.97586095,5,64.000,,5.125,322,14,20,,
T,2018-10-24 08:03:15,53.57873247,9.97580688,5,63.900,,5.812,322,14,20,,
T,2018-10-24 08:03:16,53.57878142,9.97574327,5,63.900,,6.750,321,14,20,,
T,2018-10-24 08:03:17,53.57883892,9.97566632,5,63.900,,7.938,320,14,20,,
T,2018-10-24 08:03:18,53.57890392,9.97557915,5,63.900,,9.000,321,14,21,,
T,2018-10-24 08:03:19,53.57897454,9.97548703,5,64.000,,9.562,321,14,21,,
T,2018-10-24 08:03:20,53.57904725,9.97539232,5,63.900,,10.062,321,14,21,,
T,2018-10-24 08:03:21,53.57912302,9.97529182,5,64.100,,10.625,322,13,21,,
T,2018-10-24 08:03:22,53.57920236,9.97518620,5,64.200,,11.125,322,13,21,,
T,2018-10-24 08:03:23,53.57928601,9.97507690,5,64.300,,11.625,322,14,21,,
T,2018-10-24 08:03:24,53.57937268,9.97496819,5,64.300,,11.812,323,13,21,,
T,2018-10-24 08:03:25,53.57945893,9.97486283,5,64.600,,11.812,324,13,21,,
T,2018-10-24 08:03:26,53.57954644,9.97475755,5,64.900,,12.062,324,13,21,,
T,2018-10-24 08:03:27,53.57963524,9.97464825,5,65.300,,12.250,324,14,21,,
T,2018-10-24 08:03:28,53.57972044,9.97453443,5,66.000,,12.188,324,14,21,,
T,2018-10-24 08:03:29,53.57980988,9.97442563,5,66.300,,12.188,325,14,21,,
T,2018-10-24 08:03:30,53.57989944,9.97431717,5,66.300,,12.125,325,14,21,,
T,2018-10-24 08:03:31,53.57998892,9.97421022,5,66.200,,12.000,325,14,21,,
T,2018-10-24 08:03:32,53.58007839,9.97410377,5,66.300,,11.938,325,14,21,,
T,2018-10-24 08:03:33,53.58016728,9.97400033,5,66.400,,11.812,326,14,21,,
T,2018-10-24 08:03:34,53.58025504,9.97389858,5,66.500,,11.688,326,14,21,,
T,2018-10-24 08:03:35,53.58034406,9.97379741,5,66.600,,11.812,326,14,21,,
T,2018-10-24 08:03:36,53.58043270,9.97369540,5,66.900,,11.750,326,14,21,,
T,2018-10-24 08:03:37,53.58052213,9.97359448,5,67.100,,11.875,326,14,21,,
T,2018-10-24 08:03:38,53.58061316,9.97349381,5,67.300,,12.000,326,14,20,,
T,2018-10-24 08:03:39,53.58070440,9.97339273,5,67.700,,11.938,327,14,20,,
T,2018-10-24 08:03:40,53.58079274,9.97329483,5,67.900,,11.625,327,14,20,,
T,2018-10-24 08:03:41,53.58087991,9.97320414,5,68.200,,11.250,328,13,20,,
T,2018-10-24 08:03:42,53.58096390,9.97311965,5,68.500,,10.812,329,14,20,,
T,2018-10-24 08:03:43,53.58104416,9.97303717,5,68.800,,10.375,329,14,20,,
T,2018-10-24 08:03:44,53.58111746,9.97296039,5,69.000,,9.562,328,14,20,,
T,2018-10-24 08:03:45,53.58118137,9.97289183,5,69.000,,8.438,328,14,20,,
T,2018-10-24 08:03:46,53.58123610,9.97283340,5,69.100,,7.250,328,13,19,,
T,2018-10-24 08:03:47,53.58128363,9.97278236,5,69.200,,6.250,328,13,19,,
T,2018-10-24 08:03:48,53.58132487,9.97273768,5,69.500,,5.438,328,13,20,,
T,2018-10-24 08:03:49,53.58136162,9.97269787,5,69.700,,4.812,327,14,20,,
T,2018-10-24 08:03:50,53.58139284,9.97266266,5,69.900,,4.125,327,13,20,,
T,2018-10-24 08:03:51,53.58141975,9.97263249,5,70.300,,3.562,327,13,20,,
T,2018-10-24 08:03:52,53.58144293,9.97260617,5,70.600,,3.125,326,13,20,,
T,2018-10-24 08:03:53,53.58146484,9.97258287,5,71.100,,2.812,327,14,21,,
T,2018-10-24 08:03:54,53.58148500,9.97256175,5,71.500,,2.562,328,13,20,,
T,2018-10-24 08:03:55,53.58150424,9.97254213,5,72.200,,2.312,327,13,19,,
T,2018-10-24 08:03:56,53.58152167,9.97252411,5,72.700,,2.062,327,13,19,,
T,2018-10-24 08:03:57,53.58153454,9.97251053,5,72.900,,1.625,327,13,19,,
T,2018-10-24 08:03:58,53.58154288,9.97250048,5,73.200,,1.125,328,14,20,,
T,2018-10-24 08:03:59,53.58154904,9.97249377,5,73.400,,0.750,330,14,20,,
T,2018-10-24 08:04:00,53.58154904,9.97249377,5,73.400,,0.312,330,14,20,,
T,2018-10-24 08:04:01,53.58154904,9.97249377,5,73.400,,0.125,330,14,20,,
T,2018-10-24 08:04:02,53.58154904,9.97249377,5,73.400,,0.000,329,14,21,,
T,2018-10-24 08:04:03,53.58154904,9.97249377,5,73.400,,0.000,329,14,21,,
T,2018-10-24 08:04:04,53.58154904,9.97249377,5,73.400,,0.500,329,14,21,,
T,2018-10-24 08:04:05,53.58157502,9.97246158,5,74.000,,2.438,327,14,21,,
T,2018-10-24 08:04:06,53.58159585,9.97243837,5,74.200,,2.688,327,14,21,,
T,2018-10-24 08:04:07,53.58162293,9.97240760,5,74.200,,3.562,326,13,19,,
T,2018-10-24 08:04:08,53.58166019,9.97236569,5,74.300,,4.812,326,13,19,,
T,2018-10-24 08:04:09,53.58170172,9.97231867,5,74.300,,5.312,326,13,20,,
T,2018-10-24 08:04:10,53.58174291,9.97227182,5,74.400,,5.438,326,13,20,,
T,2018-10-24 08:04:11,53.58178696,9.97222186,5,74.400,,5.875,325,13,19,,
T,2018-10-24 08:04:12,53.58183516,9.97216369,5,74.300,,6.625,325,14,20,,
T,2018-10-24 08:04:13,53.58188863,9.97209412,5,74.100,,7.500,323,14,20,,
T,2018-10-24 08:04:14,53.58194735,9.97201575,5,73.700,,8.250,322,14,19,,
T,2018-10-24 08:04:15,53.58200984,9.97193151,5,73.400,,8.812,321,13,19,,
T,2018-10-24 08:04:16,53.58207731,9.97184669,5,73.000,,9.062,321,14,19,,
T,2018-10-24 08:04:17,53.58214642,9.97176027,5,72.900,,9.438,322,14,19,,
T,2018-10-24 08:04:18,53.58222056,9.97167176,5,72.800,,9.875,324,14,19,,
T,2018-10-24 08:04:19,53.58230471,9.97158433,5,72.100,,10.438,325,14,19,,
T,2018-10-24 08:04:20,53.58238790,9.97149565,5,71.600,,10.562,325,14,19,,
T,2018-10-24 08:04:21,53.58246518,9.97140647,5,71.600,,10.375,326,12,18,,
T,2018-10-24 08:04:22,53.58254393,9.97131611,5,71.800,,10.500,326,13,18,,
T,2018-10-24 08:04:23,53.58262180,9.97122659,5,71.800,,10.375,326,13,18,,
T,2018-10-24 08:04:24,53.58269975,9.97113775,5,71.900,,10.438,326,14,18,,
T,2018-10-24 08:04:25,53.58277997,9.97104730,5,71.900,,10.625,326,12,18,,
T,2018-10-24 08:04:26,53.58285989,9.97095485,5,72.000,,10.688,326,12,17,,
T,2018-10-24 08:04:27,53.58293801,9.97086056,5,72.100,,10.688,326,13,17,,
T,2018-10-24 08:04:28,53.58301738,9.97076735,5,72.200,,10.750,327,13,17,,
T,2018-10-24 08:04:29,53.58309647,9.97067649,5,72.400,,10.562,327,13,17,,
T,2018-10-24 08:04:30,53.58317404,9.97058949,5,72.700,,10.312,328,13,17,,
T,2018-10-24 08:04:31,53.58324734,9.97050843,5,72.900,,9.875,328,15,18,,
T,2018-10-24 08:04:32,53.58332039,9.97043383,5,72.800,,9.500,329,15,18,,
T,2018-10-24 08:04:33,53.58338811,9.97036594,5,72.600,,8.812,330,15,18,,
T,2018-10-24 08:04:34,53.58345152,9.97030391,5,72.600,,8.125,330,15,18,,
T,2018-10-24 08:04:35,53.58350689,9.97024918,5,72.400,,7.188,330,14,16,,
T,2018-10-24 08:04:36,53.58355546,9.97020098,5,72.000,,6.375,330,13,17,,
T,2018-10-24 08:04:37,53.58359833,9.97015740,5,71.700,,5.562,330,14,17,,
T,2018-10-24 08:04:38,53.58363479,9.97011985,5,71.400,,4.812,329,13,17,,
T,2018-10-24 08:04:39,53.58366623,9.97008707,5,71.100,,4.188,329,13,17,,
T,2018-10-24 08:04:40,53.58369410,9.97005807,5,70.900,,3.688,328,13,17,,
T,2018-10-24 08:04:41,53.58371840,9.97003268,5,70.600,,3.250,328,13,18,,
T,2018-10-24 08:04:42,53.58373881,9.97001222,5,70.600,,2.625,329,13,18,,
T,2018-10-24 08:04:43,53.58375097,9.96999923,5,70.700,,1.562,329,14,18,,
T,2018-10-24 08:04:44,53.58375654,9.96999739,5,71.100,,0.188,329,12,18,,
T,2018-10-24 08:04:45,53.58375587,9.96999730,5,71.000,,0.000,329,14,18,,
T,2018-10-24 08:04:46,53.58375587,9.96999730,5,71.000,,0.000,329,13,18,,
T,2018-10-24 08:04:47,53.58375587,9.96999730,5,71.000,,0.000,329,11,18,,
T,2018-10-24 08:04:48,53.58375587,9.96999730,5,71.000,,0.000,329,12,18,,
T,2018-10-24 08:04:49,53.58375587,9.96999730,5,71.000,,0.000,329,12,19,,
T,2018-10-24 08:04:50,53.58375587,9.96999730,5,71.000,,0.000,329,12,19,,
T,2018-10-24 08:04:51,53.58375587,9.96999730,5,71.000,,0.000,329,12,19,,
T,2018-10-24 08:04:52,53.58375587,9.96999730,5,71.000,,0.000,329,14,19,,
T,2018-10-24 08:04:53,53.58375587,9.96999730,5,71.000,,0.000,329,13,19,,
T,2018-10-24 08:04:54,53.58375587,9.96999730,5,71.000,,0.000,329,13,19,,
T,2018-10-24 08:04:55,53.58375587,9.96999730,5,71.000,,0.000,329,12,19,,
T,2018-10-24 08:04:56,53.58375587,9.96999730,5,71.000,,0.000,329,12,19,,
T,2018-10-24 08:04:57,53.58375587,9.96999730,5,71.000,,0.000,329,12,19,,
T,2018-10-24 08:04:58,53.58375587,9.96999730,5,71.000,,0.000,329,12,19,,
T,2018-10-24 08:04:59,53.58375587,9.96999730,5,71.000,,0.000,329,12,19,,
T,2018-10-24 08:05:00,53.58375587,9.96999730,5,71.000,,0.000,329,11,19,,
T,2018-10-24 08:05:01,53.58375587,9.96999730,5,71.000,,0.000,329,12,19,,
T,2018-10-24 08:05:02,53.58375587,9.96999730,5,71.000,,0.000,329,14,19,,
T,2018-10-24 08:05:03,53.58375587,9.96999730,5,71.000,,0.000,329,14,19,,
T,2018-10-24 08:05:04,53.58375587,9.96999730,5,71.000,,0.000,329,13,19,,
T,2018-10-24 08:05:05,53.58375587,9.96999730,5,71.000,,0.000,329,12,18,,
T,2018-10-24 08:05:06,53.58375587,9.96999730,5,71.000,,0.000,329,11,16,,
T,2018-10-24 08:05:07,53.58375587,9.96999730,5,71.000,,0.000,329,13,17,,
T,2018-10-24 08:05:08,53.58375587,9.96999730,5,71.000,,0.000,329,13,17,,
T,2018-10-24 08:05:09,53.58375587,9.96999730,5,71.000,,0.000,329,13,16,,
T,2018-10-24 08:05:10,53.58375587,9.96999730,5,71.000,,0.000,329,12,17,,
T,2018-10-24 08:05:11,53.58375587,9.96999730,5,71.000,,0.000,329,12,18,,
T,2018-10-24 08:05:12,53.58375587,9.96999730,5,71.000,,0.000,329,12,17,,
T,2018-10-24 08:05:13,53.58375587,9.96999730,5,71.000,,0.000,329,13,17,,
T,2018-10-24 08:05:14,53.58375587,9.96999730,5,71.000,,0.000,329,13,18,,
T,2018-10-24 08:05:15,53.58375587,9.96999730,5,71.000,,0.000,329,13,18,,
T,2018-10-24 08:05:16,53.58375587,9.96999730,5,71.000,,0.000,329,13,18,,
T,2018-10-24 08:05:17,53.58375587,9.96999730,5,71.000,,0.000,329,13,18,,
T,2018-10-24 08:05:18,53.58375587,9.96999730,5,71.000,,0.000,329,13,18,,
T,2018-10-24 08:05:19,53.58375587,9.96999730,5,71.000,,0.000,329,14,18,,
T,2018-10-24 08:05:20,53.58375587,9.96999730,5,71.000,,0.000,329,13,18,,
T,2018-10-24 08:05:21,53.58375587,9.96999730,5,71.000,,0.000,329,13,18,,
T,2018-10-24 08:05:22,53.58375587,9.96999730,5,71.000,,0.000,329,12,19,,
T,2018-10-24 08:05:23,53.58375587,9.96999730,5,71.000,,0.000,329,13,19,,
T,2018-10-24 08:05:24,53.58375587,9.96999730,5,71.000,,0.000,329,13,19,,
T,2018-10-24 08:05:25,53.58375587,9.96999730,5,71.000,,0.000,329,12,20,,
T,2018-10-24 08:05:26,53.58375587,9.96999730,5,71.000,,0.000,329,14,20,,
T,2018-10-24 08:05:27,53.58375587,9.96999730,5,71.000,,0.000,329,14,20,,
T,2018-10-24 08:05:28,53.58376333,9.96999202,5,71.000,,1.062,330,14,21,,
T,2018-10-24 08:05:29,53.58378441,9.96997090,5,70.900,,2.625,329,14,21,,
T,2018-10-24 08:05:30,53.58381647,9.96993729,5,70.800,,4.062,328,12,21,,
T,2018-10-24 08:05:31,53.58385461,9.96989781,5,70.800,,4.750,329,12,20,,
T,2018-10-24 08:05:32,53.58389535,9.96985724,5,70.700,,5.188,329,15,20,,
T,2018-10-24 08:05:33,53.58394333,9.96981039,5,70.900,,6.188,330,15,21,,
T,2018-10-24 08:05:34,53.58400154,9.96975800,5,70.900,,7.188,332,15,21,,
T,2018-10-24 08:05:35,53.58406466,9.96970134,5,71.000,,7.875,333,15,21,,
T,2018-10-24 08:05:36,53.58413528,9.96964526,5,70.900,,8.500,335,13,22,,
T,2018-10-24 08:05:37,53.58420615,9.96959053,5,70.900,,8.562,336,14,22,,
T,2018-10-24 08:05:38,53.58427643,9.96953789,5,70.900,,8.562,337,15,22,,
T,2018-10-24 08:05:39,53.58434981,9.96948542,5,71.200,,8.875,338,15,22,,
T,2018-10-24 08:05:40,53.58442730,9.96943320,5,71.400,,9.375,339,14,22,,
T,2018-10-24 08:05:41,53.58450953,9.96937897,5,71.400,,9.812,338,13,22,,
T,2018-10-24 08:05:42,53.58459725,9.96932223,5,71.500,,10.375,338,13,22,,
T,2018-10-24 08:05:43,53.58469200,9.96927026,5,71.600,,10.875,340,13,22,,
T,2018-10-24 08:05:44,53.58478978,9.96922793,5,72.200,,10.938,341,15,22,,
T,2018-10-24 08:05:45,53.58488294,9.96919340,5,73.300,,10.562,342,14,21,,
T,2018-10-24 08:05:46,53.58497330,9.96914729,5,73.600,,10.500,342,14,21,,
T,2018-10-24 08:05:47,53.58506634,9.96910463,5,73.700,,10.625,343,16,21,,
T,2018-10-24 08:05:48,53.58515540,9.96906389,5,74.100,,10.312,345,15,21,,
T,2018-10-24 08:05:49,53.58524437,9.96902718,5,74.600,,10.188,346,15,20,,
T,2018-10-24 08:05:50,53.58533318,9.96899365,5,75.100,,10.125,347,15,20,,
T,2018-10-24 08:05:51,53.58542487,9.96896180,5,75.300,,10.375,348,15,20,,
T,2018-10-24 08:05:52,53.58551657,9.96892668,5,75.800,,10.500,348,16,21,,
T,2018-10-24 08:05:53,53.58561175,9.96889517,5,76.000,,10.688,349,15,21,,
T,2018-10-24 08:05:54,53.58571837,9.96887044,5,75.000,,11.188,350,16,21,,
T,2018-10-24 08:05:55,53.58581409,9.96884261,5,75.000,,10.875,350,15,21,,
T,2018-10-24 08:05:56,53.58591312,9.96881453,5,75.000,,11.000,349,15,20,,
T,2018-10-24 08:05:57,53.58601261,9.96878495,5,75.100,,11.062,349,15,20,,
T,2018-10-24 08:05:58,53.58610850,9.96874991,5,75.500,,11.000,348,15,20,,
T,2018-10-24 08:05:59,53.58620485,9.96871412,5,76.000,,10.938,347,15,20,,
T,2018-10-24 08:06:00,53.58630183,9.96867623,5,76.400,,11.000,346,14,21,,
